Ticker,Company Name,CIK,Sector,Industry,Market Cap
IBKR,"Interactive Brokers Group, Inc.",0001381197,Financial Services,Capital Markets,45299908608
FAST,FASTENAL CO,0000815556,Industrials,Industrial Distribution,41944682496
AMP,AMERIPRISE FINANCIAL INC,0000820027,Financial Services,Asset Management,41284788224
SMCI,"Super Micro Computer, Inc.",0001375365,Technology,Computer Hardware,46227750912
IQV,IQVIA HOLDINGS INC.,0001478242,Healthcare,Diagnostics & Research,45439795200
SYY,SYSCO CORP,0000096021,Consumer Defensive,Food Distribution,40145010688
A,"AGILENT TECHNOLOGIES, INC.",0001090872,Healthcare,Diagnostics & Research,40193368064
PRU,PRUDENTIAL FINANCIAL INC,0001137774,Financial Services,Insurance - Life,38813290496
MRAAY,"Murata Manufacturing Co., Ltd./ADR",0001450468,Technology,Electronic Components,37638377472
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290,Technology,Information Technology Services,39127891968
TRP,TC ENERGY CORP,0001232384,Energy,Oil & Gas Midstream,40788873216
NEM,NEWMONT Corp /DE/,0001164727,Basic Materials,Gold,34430640128
AME,AMETEK INC/,0001037868,Industrials,Specialty Industrial Machinery,41272782848
HLN,Haleon plc,0001900304,Healthcare,Drug Manufacturers - Specialty & Generic,37215363072
LNG,"Cheniere Energy, Inc.",0000003570,Energy,Oil & Gas Midstream,35980627968
MPLX,MPLX LP,0001552000,Energy,Oil & Gas Midstream,38712172544
DOW,DOW INC.,0001751788,Basic Materials,Chemicals,38699855872
JCI,Johnson Controls International plc,0000833444,Industrials,Building Products & Equipment,40525221888
ALC,ALCON INC,0001167379,Healthcare,Medical Instruments & Supplies,42193981440
KVUE,Kenvue Inc.,0001944048,Consumer Defensive,Household & Personal Products,36605227008
GEHC,GE HealthCare Technologies Inc.,0001932393,Healthcare,Health Information Services,42339094528
CTVA,"Corteva, Inc.",0001755672,Basic Materials,Agricultural Inputs,38184009728
ZS,"Zscaler, Inc.",0001713683,Technology,Software - Infrastructure,35401891840
KMI,"KINDER MORGAN, INC.",0001506307,Energy,Oil & Gas Midstream,37995614208
EA,ELECTRONIC ARTS INC.,0000712515,Communication Services,Electronic Gaming & Multimedia,37535936512
MRNA,"Moderna, Inc.",0001682852,Healthcare,Biotechnology,37118390272
D,"DOMINION ENERGY, INC",0000715957,Utilities,Utilities - Regulated Electric,40360566784
OTIS,Otis Worldwide Corp,0001781335,Industrials,Specialty Industrial Machinery,38404698112
CODYY,COMPAGNIE DE SAINT GOBAIN,0001012037,Industrials,Building Products & Equipment,38781300736
YUM,YUM BRANDS INC,0001041061,Consumer Cyclical,Restaurants,38903140352
FIS,"Fidelity National Information Services, Inc.",0001136893,Technology,Information Technology Services,38640513024
VRSK,"Verisk Analytics, Inc.",0001442145,Industrials,Consulting Services,34665250816
PTCAY,PT Chandra Asri Petrochemical Tbk/ADR,0001547873,Basic Materials,Specialty Chemicals,32398557184
GIS,GENERAL MILLS INC,0000040704,Consumer Defensive,Packaged Foods,36501131264
BIDU,"Baidu, Inc.",0001329099,Communication Services,Internet Content & Information,36295159808
WTKWY,WOLTERS KLUWER N V /FI,0000861967,Industrials,Specialty Business Services,38111428608
GPN,GLOBAL PAYMENTS INC,0001123360,Industrials,Specialty Business Services,33677359104
IT,GARTNER INC,0000749251,Technology,Information Technology Services,36257415168
SVNDY,SEVEN & I HOLDINGS CO LTD,0001359519,Consumer Defensive,Grocery Stores,36707454976
CMI,CUMMINS INC,0000026172,Industrials,Specialty Industrial Machinery,38299967488
MPWR,MONOLITHIC POWER SYSTEMS INC,0001280452,Technology,Semiconductors,34235320320
JD,"JD.com, Inc.",0001549802,Consumer Cyclical,Internet Retail,36080357376
BIIB,BIOGEN INC.,0000875045,Healthcare,Drug Manufacturers - General,32354449408
VEEV,VEEVA SYSTEMS INC,0001393052,Healthcare,Health Information Services,36292202496
IR,Ingersoll Rand Inc.,0001699150,Industrials,Specialty Industrial Machinery,36246708224
BCE,BCE INC,0000718940,Communication Services,Telecom Services,33938253824
TTD,"Trade Desk, Inc.",0001671933,Technology,Software - Application,41449635840
QSR,Restaurant Brands International Inc.,0001618756,Consumer Cyclical,Restaurants,34216142848
MDB,"MongoDB, Inc.",0001441816,Technology,Software - Infrastructure,32086370304
ON,ON SEMICONDUCTOR CORP,0001097864,Technology,Semiconductors,32759042048
BDORY,BANCO DO BRASIL S.A.,0001433913,Financial Services,Banks - Regional,33521086464
CSGP,"COSTAR GROUP, INC.",0001057352,Real Estate,Real Estate Services,35139510272
EXC,EXELON CORP,0001109357,Utilities,Utilities - Regulated Electric,35883450368
LYG,Lloyds Banking Group plc,0001160106,Financial Services,Banks - Regional,37261684736
ATEYY,ADVANTEST CORP,0001158838,Technology,Semiconductor Equipment & Materials,33387700224
NDAQ,"NASDAQ, INC.",0001120193,Financial Services,Financial Data & Stock Exchanges,32499193856
FICO,FAIR ISAAC CORP,0000814547,Technology,Software - Application,31738615808
PPG,PPG INDUSTRIES INC,0000079879,Basic Materials,Specialty Chemicals,33156841472
MLM,MARTIN MARIETTA MATERIALS INC,0000916076,Basic Materials,Building Materials,34991534080
CDW,CDW Corp,0001402057,Technology,Information Technology Services,32857174016
KR,KROGER CO,0000056873,Consumer Defensive,Grocery Stores,34967552000
DSCSY,Disco Corporation/ADR,0001671750,Technology,Semiconductor Equipment & Materials,33751779328
BBD,BANK BRADESCO,0001160330,Financial Services,Banks - Regional,30064214016
RYAAY,RYANAIR HOLDINGS PLC,0001038683,Industrials,Airlines,31505039360
ROK,"ROCKWELL AUTOMATION, INC",0001024478,Industrials,Specialty Industrial Machinery,32723464192
XEL,XCEL ENERGY INC,0000072903,Utilities,Utilities - Regulated Electric,31999133696
VMC,Vulcan Materials CO,0001396009,Basic Materials,Building Materials,34578685952
COIN,"Coinbase Global, Inc.",0001679788,Financial Services,Financial Data & Stock Exchanges,48624594944
IMO,IMPERIAL OIL LTD,0000049938,Energy,Oil & Gas Integrated,33401987072
HUBS,HUBSPOT INC,0001404655,Technology,Software - Application,31202316288
EXR,Extra Space Storage Inc.,0001289490,Real Estate,REIT - Industrial,30155173888
CCEP,COCA-COLA EUROPACIFIC PARTNERS plc,0001650107,Consumer Defensive,Beverages - Non-Alcoholic,31950645248
EFX,EQUIFAX INC,0000033185,Industrials,Consulting Services,33199753216
RCL,ROYAL CARIBBEAN CRUISES LTD,0000884887,Consumer Cyclical,Travel Services,31416526848
HAL,HALLIBURTON CO,0000045012,Energy,Oil & Gas Equipment & Services,31046758400
VICI,VICI PROPERTIES INC.,0001705696,Real Estate,REIT - Diversified,30795552768
WIT,WIPRO LTD,0001123799,Technology,Information Technology Services,32724381696
LYB,LyondellBasell Industries N.V.,0001489393,Basic Materials,Specialty Chemicals,31997968384
ACGL,ARCH CAPITAL GROUP LTD.,0000947484,Financial Services,Insurance - Diversified,33069338624
SLF,SUN LIFE FINANCIAL INC,0001097362,Financial Services,Insurance - Diversified,31507873792
GWLIF,GREAT-WEST LIFECO INC.,0000850918,Financial Services,Insurance - Life,28869148672
DLTR,"DOLLAR TREE, INC.",0000935703,Consumer Defensive,Discount Stores,31772274688
WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,Healthcare,Medical Instruments & Supplies,26118737920
CVE,CENOVUS ENERGY INC.,0001475260,Energy,Oil & Gas Integrated,32376014848
LI,Li Auto Inc.,0001791706,Consumer Cyclical,Auto Manufacturers,45525389312
ORAN,ORANGE,0001038143,Communication Services,Telecom Services,30873135104
ED,CONSOLIDATED EDISON INC,0001047862,Utilities,Utilities - Regulated Electric,29947080704
GFS,GLOBALFOUNDRIES Inc.,0001709048,Technology,Semiconductors,29026351104
PWR,"QUANTA SERVICES, INC.",0001050915,Industrials,Engineering & Construction,34721779712
TLGPY,Telstra Group Ltd,0001947542,Communication Services,Telecom Services,28317284352
ANSS,ANSYS INC,0001013462,Technology,Software - Application,29040451584
CHT,CHUNGHWA TELECOM CO LTD,0001132924,Communication Services,Telecom Services,29700653056
DG,DOLLAR GENERAL CORP,0000029534,Consumer Defensive,Discount Stores,31414409216
NET,"Cloudflare, Inc.",0001477333,Technology,Software - Infrastructure,32871104512
BKR,Baker Hughes Co,0001701605,Energy,Oil & Gas Equipment & Services,29661908992
XYL,Xylem Inc.,0001524472,Industrials,Specialty Industrial Machinery,30364289024
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,Communication Services,Electronic Gaming & Multimedia,25083817984
FTV,Fortive Corp,0001659166,Technology,Scientific & Technical Instruments,30279436288
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,0000788784,Utilities,Utilities - Regulated Electric,31164180480
PUK,PRUDENTIAL PLC,0001116578,Financial Services,Insurance - Life,27812947968
DD,"DuPont de Nemours, Inc.",0001666700,Basic Materials,Specialty Chemicals,29057513472
KEYS,"Keysight Technologies, Inc.",0001601046,Technology,Scientific & Technical Instruments,26832650240
ADM,Archer-Daniels-Midland Co,0000007084,Consumer Defensive,Farm Products,28161982464
HPQ,HP INC,0000047217,Technology,Computer Hardware,28185145344
BCS,BARCLAYS PLC,0000312069,Financial Services,Banks - Diversified,32721008640
WTW,WILLIS TOWERS WATSON PLC,0001140536,Financial Services,Insurance Brokers,28183814144
PINS,"PINTEREST, INC.",0001506293,Communication Services,Internet Content & Information,24562208768
RBLX,Roblox Corp,0001315098,Communication Services,Electronic Gaming & Multimedia,25439221760
FANG,"Diamondback Energy, Inc.",0001539838,Energy,Oil & Gas E&P,32028561408
BF-B,BROWN FORMAN CORP,0000014693,Consumer Defensive,Beverages - Wineries & Distilleries,28024565760
DFS,Discover Financial Services,0001393612,Financial Services,Credit Services,30835804160
RMD,RESMED INC,0000943819,Healthcare,Medical Instruments & Supplies,25625843712
DVN,DEVON ENERGY CORP/DE,0001090012,Energy,Oil & Gas E&P,28113917952
GLW,CORNING INC /NY,0000024741,Technology,Electronic Components,27349571584
CAJPY,CANON INC,0000016988,Technology,Computer Hardware,28499482624
HIG,"HARTFORD FINANCIAL SERVICES GROUP, INC.",0000874766,Financial Services,Insurance - Property & Casualty,28450449408
MTD,METTLER TOLEDO INTERNATIONAL INC/,0001037646,Healthcare,Diagnostics & Research,26770192384
DB,DEUTSCHE BANK AKTIENGESELLSCHAFT,0001159508,Financial Services,Banks - Regional,26964805632
GIB,CGI INC,0001061574,Technology,Information Technology Services,26773317632
CBRE,"CBRE GROUP, INC.",0001138118,Real Estate,Real Estate Services,27925329920
GOLD,BARRICK GOLD CORP,0000756894,Basic Materials,Gold,25206126592
CPNG,"Coupang, Inc.",0001834584,Consumer Cyclical,Internet Retail,32385814528
SPLK,SPLUNK INC,0001353283,Technology,Software - Infrastructure,26304724992
DAL,"DELTA AIR LINES, INC.",0000027904,Industrials,Airlines,26974576640
PKX,POSCO HOLDINGS INC.,0000889132,Basic Materials,Steel,24545771520
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,Healthcare,Medical Devices,25420161024
PUBGY,PUBLICIS GROUPE SA,0001050952,Communication Services,Advertising Agencies,26568720384
ULTA,"Ulta Beauty, Inc.",0001403568,Consumer Cyclical,Specialty Retail,27184240640
TCOM,Trip.com Group Ltd,0001269238,Consumer Cyclical,Travel Services,29958531072
FANUY,Fanuc Ltd,0001446596,Industrials,Specialty Industrial Machinery,27767945216
TSCO,TRACTOR SUPPLY CO /DE/,0000916365,Consumer Cyclical,Specialty Retail,27281418240
TLK,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,0001001807,Communication Services,Telecom Services,25394595840
CAH,CARDINAL HEALTH INC,0000721371,Healthcare,Medical Distribution,27126560768
OEZVY,OSTERREICHISCHE ELEKTRIZITATSWIRTSCHAFTS /FI,0001021020,Utilities,Utilities - Renewable,25893570560
SE,Sea Ltd,0001703399,Consumer Cyclical,Internet Retail,27259197440
SYM,Symbotic Inc.,0001837240,Industrials,Specialty Industrial Machinery,23462873088
SAUHY,Straumann Holding AG / ADR,0001451279,Healthcare,Medical Instruments & Supplies,25629108224
TU,TELUS CORP,0000868675,Communication Services,Telecom Services,25695268864
AVB,AVALONBAY COMMUNITIES INC,0000915912,Real Estate,REIT - Residential,25054629888
CJPRY,CENTRAL JAPAN RAILWAY CO,0001334687,Industrials,Railroads,24518672384
CHD,CHURCH & DWIGHT CO INC /DE/,0000313927,Consumer Defensive,Household & Personal Products,24438642688
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0000943452,Industrials,Railroads,24663681024
EIX,EDISON INTERNATIONAL,0000827052,Utilities,Utilities - Regulated Electric,26076495872
EC,ECOPETROL S.A.,0001444406,Energy,Oil & Gas Integrated,24137500672
TROW,PRICE T ROWE GROUP INC,0001113169,Financial Services,Asset Management,25065238528
HWM,Howmet Aerospace Inc.,0000004281,Industrials,Aerospace & Defense,27391895552
RCI,ROGERS COMMUNICATIONS INC,0000733099,Communication Services,Telecom Services,23552884736
WEC,"WEC ENERGY GROUP, INC.",0000783325,Utilities,Utilities - Regulated Electric,24377163776
WBD,"Warner Bros. Discovery, Inc.",0001437107,Communication Services,Entertainment,21164310528
WY,WEYERHAEUSER CO,0000106535,Real Estate,REIT - Specialty,24905846784
NWG,NatWest Group plc,0000844150,Financial Services,Banks - Regional,26577092608
NTR,Nutrien Ltd.,0001725964,Basic Materials,Agricultural Inputs,26234818560
CQP,"Cheniere Energy Partners, L.P.",0001383650,Energy,Oil & Gas Midstream,23839019008
TW,Tradeweb Markets Inc.,0001758730,Financial Services,Capital Markets,23120695296
NVR,NVR INC,0000906163,Consumer Cyclical,Residential Construction,24231759872
VRT,Vertiv Holdings Co,0001674101,Industrials,Electrical Equipment & Parts,25248215040
AWK,"American Water Works Company, Inc.",0001410636,Utilities,Utilities - Regulated Water,22922801152
BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",0001383312,Technology,Information Technology Services,23708680192
AEM,AGNICO EAGLE MINES LTD,0000002809,Basic Materials,Gold,23940831232
GRMN,GARMIN LTD,0001121788,Technology,Scientific & Technical Instruments,26357829632
SBAC,SBA COMMUNICATIONS CORP,0001034054,Real Estate,REIT - Specialty,22296117248
MT,ArcelorMittal,0001243429,Basic Materials,Steel,21186856960
ARGX,ARGENX SE,0001697862,Healthcare,Biotechnology,23663355904
RJF,RAYMOND JAMES FINANCIAL INC,0000720005,Financial Services,Capital Markets,25150248960
IX,ORIX CORP,0001070304,Financial Services,Credit Services,24201580544
OWL,BLUE OWL CAPITAL INC.,0001823945,Financial Services,Asset Management,25468360704
FRFHF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191,Financial Services,Insurance - Property & Casualty,26006597632
FITB,FIFTH THIRD BANCORP,0000035527,Financial Services,Banks - Regional,22923259904
RKT,"Rocket Companies, Inc.",0001805284,Financial Services,Mortgage Finance,23956901888
ILMN,"ILLUMINA, INC.",0001110803,Healthcare,Diagnostics & Research,22417612800
BLDR,"Builders FirstSource, Inc.",0001316835,Industrials,Building Products & Equipment,23475875840
APTV,Aptiv PLC,0001521332,Consumer Cyclical,Auto Parts,21971294208
BRO,"BROWN & BROWN, INC.",0000079282,Financial Services,Insurance Brokers,24221718528
HEI,HEICO CORP,0000046619,Industrials,Aerospace & Defense,23178031104
BNTX,BioNTech SE,0001776985,Healthcare,Biotechnology,21739341824
ICLR,ICON PLC,0001060955,Healthcare,Diagnostics & Research,26722637824
VOD,VODAFONE GROUP PUBLIC LTD CO,0000839923,Communication Services,Telecom Services,23436873728
ALGN,ALIGN TECHNOLOGY INC,0001097149,Healthcare,Medical Devices,23224115200
EQR,EQUITY RESIDENTIAL,0000906107,Real Estate,REIT - Residential,22706817024
DOV,DOVER Corp,0000029905,Industrials,Specialty Industrial Machinery,22995568640
TEF,TELEFONICA S A,0000814052,Communication Services,Telecom Services,23835656192
PCRFY,PANASONIC Corp,0000063271,Technology,Consumer Electronics,21994057728
MOH,"MOLINA HEALTHCARE, INC.",0001179929,Healthcare,Healthcare Plans,23386279936
YAHOY,Yahoo! Japan Corp,0001446437,Consumer Cyclical,Internet Retail,20367331328
EXPE,"Expedia Group, Inc.",0001324424,Consumer Cyclical,Travel Services,18519494656
MTB,M&T BANK CORP,0000036270,Financial Services,Banks - Regional,23009992704
JBHT,HUNT J B TRANSPORT SERVICES INC,0000728535,Industrials,Integrated Freight & Logistics,21092419584
STT,STATE STREET CORP,0000093751,Financial Services,Asset Management,22182313984
PHM,PULTEGROUP INC/MI/,0000822416,Consumer Cyclical,Residential Construction,22570838016
EBAY,EBAY INC,0001065088,Consumer Cyclical,Internet Retail,24834148352
PTC,PTC INC.,0000857005,Technology,Software - Application,21992785920
DECK,DECKERS OUTDOOR CORP,0000910521,Consumer Cyclical,Footwear & Accessories,22547998720
STE,STERIS plc,0001757898,Healthcare,Medical Devices,22922870784
UWMC,UWM Holdings Corp,0001783398,Financial Services,Mortgage Finance,19686455296
MBLY,Mobileye Global Inc.,0001910139,Consumer Cyclical,Auto Parts,20877350912
DTE,DTE ENERGY CO,0000936340,Utilities,Utilities - Regulated Electric,22222600192
ALNY,"ALNYLAM PHARMACEUTICALS, INC.",0001178670,Healthcare,Biotechnology,19624652800
FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,0000798941,Financial Services,Banks - Regional,22508730368
ROL,ROLLINS INC,0000084839,Consumer Cyclical,Personal Services,20942542848
FNV,FRANCO NEVADA Corp,0001456346,Basic Materials,Gold,20236457984
WPM,Wheaton Precious Metals Corp.,0001323404,Basic Materials,Gold,18115268608
NTDTY,NTT Data Corp,0001446705,Technology,Information Technology Services,22677616640
BAX,BAXTER INTERNATIONAL INC,0000010456,Healthcare,Medical Instruments & Supplies,21031655424
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",0001035443,Real Estate,REIT - Office,21297682432
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,0000051253,Basic Materials,Specialty Chemicals,18699188224
NOK,NOKIA CORP,0000924613,Technology,Communication Equipment,19643508736
KOF,COCA COLA FEMSA SAB DE CV,0000910631,Consumer Defensive,Beverages - Non-Alcoholic,20185825280
VRSN,VERISIGN INC/CA,0001014473,Technology,Software - Infrastructure,19565518848
CCL,CARNIVAL CORP,0000815097,Consumer Cyclical,Travel Services,20299720704
WRB,BERKLEY W R CORP,0000011544,Financial Services,Insurance - Property & Casualty,21761767424
ETR,ENTERGY CORP /DE/,0000065984,Utilities,Utilities - Regulated Electric,21381746688
VLTO,Veralto Corp,0001967680,Industrials,Pollution & Treatment Controls,21594494976
TDY,TELEDYNE TECHNOLOGIES INC,0001094285,Technology,Scientific & Technical Instruments,20106543104
FE,FIRSTENERGY CORP,0001031296,Utilities,Utilities - Regulated Electric,21165279232
ASX,"ASE Technology Holding Co., Ltd.",0001122411,Technology,Semiconductors,20576536576
